"cohort","membership_age","num_active","num_users","membership_age_in_breach","activity_name"
0,21,147,1276,27,"Sent Messages"
0,22,164,1276,27,"Sent Messages"
0,23,155,1276,27,"Sent Messages"
0,24,136,1276,27,"Sent Messages"
0,25,149,1276,27,"Sent Messages"
0,26,138,1276,27,"Sent Messages"
0,27,105,1276,27,"Sent Messages"
0,28,113,1276,27,"Sent Messages"
0,29,96,1276,27,"Sent Messages"
1,0,678,1375,26,"Sent Messages"
1,1,725,1375,26,"Sent Messages"
1,2,533,1375,26,"Sent Messages"
1,3,419,1375,26,"Sent Messages"
1,4,418,1375,26,"Sent Messages"
1,5,360,1375,26,"Sent Messages"
1,6,284,1375,26,"Sent Messages"
1,7,245,1375,26,"Sent Messages"
1,8,272,1375,26,"Sent Messages"
1,9,231,1375,26,"Sent Messages"
1,10,198,1375,26,"Sent Messages"
1,11,214,1375,26,"Sent Messages"
1,12,239,1375,26,"Sent Messages"
1,13,201,1375,26,"Sent Messages"
1,14,192,1375,26,"Sent Messages"
1,15,178,1375,26,"Sent Messages"
1,16,174,1375,26,"Sent Messages"
1,17,189,1375,26,"Sent Messages"
1,18,182,1375,26,"Sent Messages"
1,19,193,1375,26,"Sent Messages"
1,20,159,1375,26,"Sent Messages"
1,21,156,1375,26,"Sent Messages"
1,22,156,1375,26,"Sent Messages"
1,23,169,1375,26,"Sent Messages"
1,24,164,1375,26,"Sent Messages"
1,25,169,1375,26,"Sent Messages"
1,26,150,1375,26,"Sent Messages"
1,27,118,1375,26,"Sent Messages"
1,28,114,1375,26,"Sent Messages"
2,0,694,1421,25,"Sent Messages"
2,1,807,1421,25,"Sent Messages"
2,2,521,1421,25,"Sent Messages"
2,3,436,1421,25,"Sent Messages"
2,4,418,1421,25,"Sent Messages"
2,5,395,1421,25,"Sent Messages"
2,6,321,1421,25,"Sent Messages"
2,7,308,1421,25,"Sent Messages"
2,8,251,1421,25,"Sent Messages"
2,9,240,1421,25,"Sent Messages"
2,10,251,1421,25,"Sent Messages"
2,11,221,1421,25,"Sent Messages"
2,12,224,1421,25,"Sent Messages"
2,13,231,1421,25,"Sent Messages"
2,14,208,1421,25,"Sent Messages"
2,15,191,1421,25,"Sent Messages"
2,16,201,1421,25,"Sent Messages"
2,17,196,1421,25,"Sent Messages"
2,18,194,1421,25,"Sent Messages"
2,19,199,1421,25,"Sent Messages"
2,20,201,1421,25,"Sent Messages"
2,21,180,1421,25,"Sent Messages"
2,22,149,1421,25,"Sent Messages"
2,23,180,1421,25,"Sent Messages"
2,24,173,1421,25,"Sent Messages"
2,25,163,1421,25,"Sent Messages"
2,26,135,1421,25,"Sent Messages"
2,27,146,1421,25,"Sent Messages"
3,0,749,1436,24,"Sent Messages"
3,1,801,1436,24,"Sent Messages"
3,2,555,1436,24,"Sent Messages"
3,3,458,1436,24,"Sent Messages"
3,4,403,1436,24,"Sent Messages"
3,5,329,1436,24,"Sent Messages"
3,6,316,1436,24,"Sent Messages"
3,7,289,1436,24,"Sent Messages"
3,8,250,1436,24,"Sent Messages"
3,9,241,1436,24,"Sent Messages"
3,10,243,1436,24,"Sent Messages"
3,11,216,1436,24,"Sent Messages"
3,12,207,1436,24,"Sent Messages"
3,13,224,1436,24,"Sent Messages"
3,14,210,1436,24,"Sent Messages"
3,15,206,1436,24,"Sent Messages"
3,16,202,1436,24,"Sent Messages"
3,17,218,1436,24,"Sent Messages"
3,18,212,1436,24,"Sent Messages"
3,19,216,1436,24,"Sent Messages"
3,20,169,1436,24,"Sent Messages"
3,21,176,1436,24,"Sent Messages"
3,22,182,1436,24,"Sent Messages"
3,23,164,1436,24,"Sent Messages"
3,24,153,1436,24,"Sent Messages"
3,25,127,1436,24,"Sent Messages"
3,26,132,1436,24,"Sent Messages"
4,0,750,1403,23,"Sent Messages"
4,1,773,1403,23,"Sent Messages"
4,2,567,1403,23,"Sent Messages"
4,3,457,1403,23,"Sent Messages"
4,4,400,1403,23,"Sent Messages"
4,5,348,1403,23,"Sent Messages"
4,6,296,1403,23,"Sent Messages"
4,7,258,1403,23,"Sent Messages"
4,8,278,1403,23,"Sent Messages"
4,9,285,1403,23,"Sent Messages"
4,10,255,1403,23,"Sent Messages"
4,11,254,1403,23,"Sent Messages"
4,12,260,1403,23,"Sent Messages"
4,13,268,1403,23,"Sent Messages"
4,14,242,1403,23,"Sent Messages"
4,15,212,1403,23,"Sent Messages"
4,16,212,1403,23,"Sent Messages"
4,17,210,1403,23,"Sent Messages"
4,18,210,1403,23,"Sent Messages"
4,19,202,1403,23,"Sent Messages"
4,20,208,1403,23,"Sent Messages"
4,21,202,1403,23,"Sent Messages"
4,22,188,1403,23,"Sent Messages"
4,23,144,1403,23,"Sent Messages"
4,24,125,1403,23,"Sent Messages"
4,25,142,1403,23,"Sent Messages"
5,0,821,1497,22,"Sent Messages"
5,1,865,1497,22,"Sent Messages"
5,2,609,1497,22,"Sent Messages"
5,3,506,1497,22,"Sent Messages"
5,4,421,1497,22,"Sent Messages"
5,5,381,1497,22,"Sent Messages"
5,6,331,1497,22,"Sent Messages"
5,7,328,1497,22,"Sent Messages"
5,8,303,1497,22,"Sent Messages"
5,9,320,1497,22,"Sent Messages"
5,10,308,1497,22,"Sent Messages"
5,11,275,1497,22,"Sent Messages"
5,12,282,1497,22,"Sent Messages"
5,13,245,1497,22,"Sent Messages"
5,14,238,1497,22,"Sent Messages"
5,15,238,1497,22,"Sent Messages"
5,16,237,1497,22,"Sent Messages"
5,17,242,1497,22,"Sent Messages"
5,18,227,1497,22,"Sent Messages"
5,19,198,1497,22,"Sent Messages"
5,20,199,1497,22,"Sent Messages"
5,21,182,1497,22,"Sent Messages"
5,22,180,1497,22,"Sent Messages"
5,23,163,1497,22,"Sent Messages"
5,24,153,1497,22,"Sent Messages"
6,0,781,1394,21,"Sent Messages"
6,1,772,1394,21,"Sent Messages"
6,2,501,1394,21,"Sent Messages"
6,3,447,1394,21,"Sent Messages"
6,4,393,1394,21,"Sent Messages"
6,5,336,1394,21,"Sent Messages"
6,6,325,1394,21,"Sent Messages"
6,7,304,1394,21,"Sent Messages"
6,8,266,1394,21,"Sent Messages"
6,9,250,1394,21,"Sent Messages"
6,10,226,1394,21,"Sent Messages"
6,11,225,1394,21,"Sent Messages"
6,12,220,1394,21,"Sent Messages"
6,13,189,1394,21,"Sent Messages"
6,14,207,1394,21,"Sent Messages"
6,15,193,1394,21,"Sent Messages"
6,16,205,1394,21,"Sent Messages"
6,17,204,1394,21,"Sent Messages"
6,18,194,1394,21,"Sent Messages"
6,19,217,1394,21,"Sent Messages"
6,20,172,1394,21,"Sent Messages"
6,21,157,1394,21,"Sent Messages"
6,22,127,1394,21,"Sent Messages"
6,23,125,1394,21,"Sent Messages"
7,0,804,1488,20,"Sent Messages"
7,1,818,1488,20,"Sent Messages"
7,2,611,1488,20,"Sent Messages"
7,3,476,1488,20,"Sent Messages"
7,4,429,1488,20,"Sent Messages"
7,5,376,1488,20,"Sent Messages"
7,6,367,1488,20,"Sent Messages"
7,7,315,1488,20,"Sent Messages"
7,8,292,1488,20,"Sent Messages"
7,9,257,1488,20,"Sent Messages"
7,10,262,1488,20,"Sent Messages"
7,11,230,1488,20,"Sent Messages"
7,12,233,1488,20,"Sent Messages"
7,13,209,1488,20,"Sent Messages"
7,14,211,1488,20,"Sent Messages"
7,15,210,1488,20,"Sent Messages"
7,16,186,1488,20,"Sent Messages"
7,17,187,1488,20,"Sent Messages"
7,18,184,1488,20,"Sent Messages"
7,19,199,1488,20,"Sent Messages"
7,20,157,1488,20,"Sent Messages"
7,21,143,1488,20,"Sent Messages"
7,22,141,1488,20,"Sent Messages"
8,0,808,1409,19,"Sent Messages"
8,1,836,1409,19,"Sent Messages"
8,2,527,1409,19,"Sent Messages"
8,3,427,1409,19,"Sent Messages"
8,4,413,1409,19,"Sent Messages"
8,5,358,1409,19,"Sent Messages"
8,6,347,1409,19,"Sent Messages"
8,7,301,1409,19,"Sent Messages"
8,8,279,1409,19,"Sent Messages"
8,9,268,1409,19,"Sent Messages"
8,10,257,1409,19,"Sent Messages"
8,11,226,1409,19,"Sent Messages"
8,12,235,1409,19,"Sent Messages"
8,13,238,1409,19,"Sent Messages"
8,14,225,1409,19,"Sent Messages"
8,15,218,1409,19,"Sent Messages"
8,16,189,1409,19,"Sent Messages"
8,17,192,1409,19,"Sent Messages"
8,18,184,1409,19,"Sent Messages"
8,19,169,1409,19,"Sent Messages"
8,20,154,1409,19,"Sent Messages"
8,21,146,1409,19,"Sent Messages"
9,0,758,1392,18,"Sent Messages"
9,1,774,1392,18,"Sent Messages"
9,2,559,1392,18,"Sent Messages"
9,3,466,1392,18,"Sent Messages"
9,4,405,1392,18,"Sent Messages"
9,5,372,1392,18,"Sent Messages"
9,6,350,1392,18,"Sent Messages"
9,7,315,1392,18,"Sent Messages"
9,8,301,1392,18,"Sent Messages"
9,9,294,1392,18,"Sent Messages"
9,10,278,1392,18,"Sent Messages"
9,11,246,1392,18,"Sent Messages"
9,12,241,1392,18,"Sent Messages"
9,13,201,1392,18,"Sent Messages"
9,14,209,1392,18,"Sent Messages"
9,15,209,1392,18,"Sent Messages"
9,16,201,1392,18,"Sent Messages"
9,17,195,1392,18,"Sent Messages"
9,18,169,1392,18,"Sent Messages"
9,19,144,1392,18,"Sent Messages"
9,20,163,1392,18,"Sent Messages"
10,0,831,1375,17,"Sent Messages"
10,1,790,1375,17,"Sent Messages"
10,2,547,1375,17,"Sent Messages"
10,3,490,1375,17,"Sent Messages"
10,4,412,1375,17,"Sent Messages"
10,5,382,1375,17,"Sent Messages"
10,6,319,1375,17,"Sent Messages"
10,7,289,1375,17,"Sent Messages"
10,8,284,1375,17,"Sent Messages"
10,9,256,1375,17,"Sent Messages"
10,10,244,1375,17,"Sent Messages"
10,11,237,1375,17,"Sent Messages"
10,12,242,1375,17,"Sent Messages"
10,13,233,1375,17,"Sent Messages"
10,14,237,1375,17,"Sent Messages"
10,15,221,1375,17,"Sent Messages"
10,16,198,1375,17,"Sent Messages"
10,17,172,1375,17,"Sent Messages"
10,18,158,1375,17,"Sent Messages"
10,19,155,1375,17,"Sent Messages"
11,0,734,1327,16,"Sent Messages"
11,1,744,1327,16,"Sent Messages"
11,2,514,1327,16,"Sent Messages"
11,3,393,1327,16,"Sent Messages"
11,4,350,1327,16,"Sent Messages"
11,5,311,1327,16,"Sent Messages"
11,6,295,1327,16,"Sent Messages"
11,7,263,1327,16,"Sent Messages"
11,8,232,1327,16,"Sent Messages"
11,9,209,1327,16,"Sent Messages"
11,10,213,1327,16,"Sent Messages"
11,11,212,1327,16,"Sent Messages"
11,12,197,1327,16,"Sent Messages"
11,13,174,1327,16,"Sent Messages"
11,14,186,1327,16,"Sent Messages"
11,15,179,1327,16,"Sent Messages"
11,16,148,1327,16,"Sent Messages"
11,17,132,1327,16,"Sent Messages"
11,18,131,1327,16,"Sent Messages"
12,0,892,1571,15,"Sent Messages"
12,1,853,1571,15,"Sent Messages"
12,2,617,1571,15,"Sent Messages"
12,3,510,1571,15,"Sent Messages"
12,4,432,1571,15,"Sent Messages"
12,5,417,1571,15,"Sent Messages"
12,6,346,1571,15,"Sent Messages"
12,7,342,1571,15,"Sent Messages"
12,8,322,1571,15,"Sent Messages"
12,9,301,1571,15,"Sent Messages"
12,10,299,1571,15,"Sent Messages"
12,11,293,1571,15,"Sent Messages"
12,12,264,1571,15,"Sent Messages"
12,13,294,1571,15,"Sent Messages"
12,14,252,1571,15,"Sent Messages"
12,15,231,1571,15,"Sent Messages"
12,16,191,1571,15,"Sent Messages"
12,17,196,1571,15,"Sent Messages"
13,0,972,1701,14,"Sent Messages"
13,1,993,1701,14,"Sent Messages"
13,2,691,1701,14,"Sent Messages"
13,3,572,1701,14,"Sent Messages"
13,4,477,1701,14,"Sent Messages"
13,5,434,1701,14,"Sent Messages"
13,6,434,1701,14,"Sent Messages"
13,7,386,1701,14,"Sent Messages"
13,8,358,1701,14,"Sent Messages"
13,9,333,1701,14,"Sent Messages"
13,10,300,1701,14,"Sent Messages"
13,11,306,1701,14,"Sent Messages"
13,12,302,1701,14,"Sent Messages"
13,13,280,1701,14,"Sent Messages"
13,14,240,1701,14,"Sent Messages"
13,15,203,1701,14,"Sent Messages"
13,16,209,1701,14,"Sent Messages"
14,0,905,1574,13,"Sent Messages"
14,1,903,1574,13,"Sent Messages"
14,2,608,1574,13,"Sent Messages"
14,3,535,1574,13,"Sent Messages"
14,4,483,1574,13,"Sent Messages"
14,5,426,1574,13,"Sent Messages"
14,6,365,1574,13,"Sent Messages"
14,7,334,1574,13,"Sent Messages"
14,8,290,1574,13,"Sent Messages"
14,9,300,1574,13,"Sent Messages"
14,10,282,1574,13,"Sent Messages"
14,11,271,1574,13,"Sent Messages"
14,12,273,1574,13,"Sent Messages"
14,13,235,1574,13,"Sent Messages"
14,14,208,1574,13,"Sent Messages"
14,15,219,1574,13,"Sent Messages"
15,0,796,1437,12,"Sent Messages"
15,1,845,1437,12,"Sent Messages"
15,2,623,1437,12,"Sent Messages"
15,3,489,1437,12,"Sent Messages"
15,4,437,1437,12,"Sent Messages"
15,5,366,1437,12,"Sent Messages"
15,6,335,1437,12,"Sent Messages"
15,7,311,1437,12,"Sent Messages"
15,8,298,1437,12,"Sent Messages"
15,9,279,1437,12,"Sent Messages"
15,10,250,1437,12,"Sent Messages"
15,11,245,1437,12,"Sent Messages"
15,12,205,1437,12,"Sent Messages"
15,13,174,1437,12,"Sent Messages"
15,14,170,1437,12,"Sent Messages"
16,0,1117,1854,11,"Sent Messages"
16,1,1096,1854,11,"Sent Messages"
16,2,768,1854,11,"Sent Messages"
16,3,606,1854,11,"Sent Messages"
16,4,585,1854,11,"Sent Messages"
16,5,508,1854,11,"Sent Messages"
16,6,422,1854,11,"Sent Messages"
16,7,411,1854,11,"Sent Messages"
16,8,396,1854,11,"Sent Messages"
16,9,394,1854,11,"Sent Messages"
16,10,368,1854,11,"Sent Messages"
16,11,300,1854,11,"Sent Messages"
16,12,258,1854,11,"Sent Messages"
16,13,254,1854,11,"Sent Messages"
17,0,990,1662,10,"Sent Messages"
17,1,1024,1662,10,"Sent Messages"
17,2,642,1662,10,"Sent Messages"
17,3,547,1662,10,"Sent Messages"
17,4,476,1662,10,"Sent Messages"
17,5,436,1662,10,"Sent Messages"
17,6,385,1662,10,"Sent Messages"
17,7,385,1662,10,"Sent Messages"
17,8,342,1662,10,"Sent Messages"
17,9,318,1662,10,"Sent Messages"
17,10,265,1662,10,"Sent Messages"
17,11,214,1662,10,"Sent Messages"
17,12,222,1662,10,"Sent Messages"
18,0,838,1381,9,"Sent Messages"
18,1,851,1381,9,"Sent Messages"
18,2,603,1381,9,"Sent Messages"
18,3,480,1381,9,"Sent Messages"
18,4,394,1381,9,"Sent Messages"
18,5,355,1381,9,"Sent Messages"
18,6,313,1381,9,"Sent Messages"
18,7,315,1381,9,"Sent Messages"
18,8,292,1381,9,"Sent Messages"
18,9,251,1381,9,"Sent Messages"
18,10,239,1381,9,"Sent Messages"
18,11,247,1381,9,"Sent Messages"
19,0,1262,2241,8,"Sent Messages"
19,1,1484,2241,8,"Sent Messages"
19,2,1014,2241,8,"Sent Messages"
19,3,776,2241,8,"Sent Messages"
19,4,691,2241,8,"Sent Messages"
19,5,612,2241,8,"Sent Messages"
19,6,555,2241,8,"Sent Messages"
19,7,527,2241,8,"Sent Messages"
19,8,399,2241,8,"Sent Messages"
19,9,338,2241,8,"Sent Messages"
19,10,357,2241,8,"Sent Messages"
20,0,1142,1745,7,"Sent Messages"
20,1,1069,1745,7,"Sent Messages"
20,2,760,1745,7,"Sent Messages"
20,3,650,1745,7,"Sent Messages"
20,4,553,1745,7,"Sent Messages"
20,5,491,1745,7,"Sent Messages"
20,6,464,1745,7,"Sent Messages"
20,7,369,1745,7,"Sent Messages"
20,8,303,1745,7,"Sent Messages"
20,9,288,1745,7,"Sent Messages"
21,0,880,1471,6,"Sent Messages"
21,1,925,1471,6,"Sent Messages"
21,2,653,1471,6,"Sent Messages"
21,3,528,1471,6,"Sent Messages"
21,4,472,1471,6,"Sent Messages"
21,5,456,1471,6,"Sent Messages"
21,6,329,1471,6,"Sent Messages"
21,7,289,1471,6,"Sent Messages"
21,8,274,1471,6,"Sent Messages"
22,0,1006,1488,5,"Sent Messages"
22,1,975,1488,5,"Sent Messages"
22,2,663,1488,5,"Sent Messages"
22,3,563,1488,5,"Sent Messages"
22,4,514,1488,5,"Sent Messages"
22,5,400,1488,5,"Sent Messages"
22,6,297,1488,5,"Sent Messages"
22,7,299,1488,5,"Sent Messages"
23,0,927,1344,4,"Sent Messages"
23,1,837,1344,4,"Sent Messages"
23,2,617,1344,4,"Sent Messages"
23,3,475,1344,4,"Sent Messages"
23,4,403,1344,4,"Sent Messages"
23,5,320,1344,4,"Sent Messages"
23,6,284,1344,4,"Sent Messages"
24,0,850,1256,3,"Sent Messages"
24,1,831,1256,3,"Sent Messages"
24,2,594,1256,3,"Sent Messages"
24,3,462,1256,3,"Sent Messages"
24,4,389,1256,3,"Sent Messages"
24,5,330,1256,3,"Sent Messages"
25,0,987,1418,2,"Sent Messages"
25,1,1043,1418,2,"Sent Messages"
25,2,626,1418,2,"Sent Messages"
25,3,497,1418,2,"Sent Messages"
25,4,424,1418,2,"Sent Messages"
26,0,1000,1064,1,"Sent Messages"
26,1,669,1064,1,"Sent Messages"
26,2,404,1064,1,"Sent Messages"
26,3,334,1064,1,"Sent Messages"
